src_mac,dst_mac,src_ip,dst_ip,protocol,timestamp,label
02:00:00:f2:66:a9,02:00:00:71:fc:bb,10.0.0.31,10.0.0.2,ARP,2025-05-03T11:35:15.855587,arp_spoof
02:00:00:58:b2:4a,02:00:00:63:08:10,10.0.0.39,10.0.0.2,ARP,2025-05-03T11:35:15.855815,arp_spoof
02:00:00:89:1c:e2,02:00:00:44:c5:3e,10.0.0.26,10.0.0.2,ARP,2025-05-03T11:35:15.856034,arp_spoof
02:00:00:ae:25:66,02:00:00:94:d1:23,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:15.856245,arp_spoof
02:00:00:5c:05:6e,02:00:00:2d:1a:a2,10.0.0.23,10.0.0.2,ARP,2025-05-03T11:35:15.856474,arp_spoof
02:00:00:95:ad:2a,02:00:00:ce:a2:6f,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:15.866977,arp_spoof
02:00:00:55:20:1c,02:00:00:bf:ea:6e,10.0.0.15,10.0.0.2,ARP,2025-05-03T11:35:15.867293,arp_spoof
02:00:00:59:67:33,02:00:00:0d:d1:28,10.0.0.4,10.0.0.2,ARP,2025-05-03T11:35:15.867510,arp_spoof
02:00:00:a8:35:bb,02:00:00:95:ec:6a,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:15.867729,arp_spoof
02:00:00:15:a2:1b,02:00:00:2c:49:cf,10.0.0.37,10.0.0.2,ARP,2025-05-03T11:35:15.867932,arp_spoof
02:00:00:a2:f0:f5,02:00:00:aa:d5:d2,10.0.0.6,10.0.0.2,ARP,2025-05-03T11:35:15.868129,arp_spoof
02:00:00:ee:ae:74,02:00:00:93:f3:d2,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.868326,arp_spoof
02:00:00:77:b3:13,02:00:00:67:a2:e9,10.0.0.25,10.0.0.2,ARP,2025-05-03T11:35:15.868528,arp_spoof
02:00:00:5c:c5:72,02:00:00:9a:65:ec,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:15.868737,arp_spoof
02:00:00:41:fc:8e,02:00:00:89:21:74,10.0.0.15,10.0.0.2,ARP,2025-05-03T11:35:15.868937,arp_spoof
02:00:00:1f:88:c2,02:00:00:dc:3f:20,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:15.869132,arp_spoof
02:00:00:60:56:fa,02:00:00:f7:f9:23,10.0.0.16,10.0.0.2,ARP,2025-05-03T11:35:15.869328,arp_spoof
02:00:00:37:f4:4e,02:00:00:b1:68:b3,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:15.873538,arp_spoof
02:00:00:10:0b:76,02:00:00:f0:d8:08,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:15.873848,arp_spoof
02:00:00:af:cc:47,02:00:00:b3:d6:dc,10.0.0.45,10.0.0.2,ARP,2025-05-03T11:35:15.874059,arp_spoof
02:00:00:86:bb:0a,02:00:00:e4:ae:61,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:15.874259,arp_spoof
02:00:00:1a:59:c4,02:00:00:bf:c3:2d,10.0.0.27,10.0.0.2,ARP,2025-05-03T11:35:15.874456,arp_spoof
02:00:00:0d:f4:ac,02:00:00:aa:77:0b,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.874674,arp_spoof
02:00:00:c1:92:56,02:00:00:63:11:b8,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.874875,arp_spoof
02:00:00:74:a1:2b,02:00:00:1d:2d:2c,10.0.0.46,10.0.0.2,ARP,2025-05-03T11:35:15.875071,arp_spoof
02:00:00:97:ae:b9,02:00:00:e6:ce:6a,10.0.0.15,10.0.0.2,ARP,2025-05-03T11:35:15.875268,arp_spoof
02:00:00:39:b7:f3,02:00:00:3a:51:97,10.0.0.4,10.0.0.2,ARP,2025-05-03T11:35:15.875476,arp_spoof
02:00:00:c1:f6:6f,02:00:00:90:99:f7,10.0.0.50,10.0.0.2,ARP,2025-05-03T11:35:15.877504,arp_spoof
02:00:00:12:e7:de,02:00:00:8e:80:d3,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:15.877831,arp_spoof
02:00:00:49:58:1e,02:00:00:67:66:6c,10.0.0.16,10.0.0.2,ARP,2025-05-03T11:35:15.878045,arp_spoof
02:00:00:31:a0:7b,02:00:00:27:82:8b,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:15.878249,arp_spoof
02:00:00:38:9f:9b,02:00:00:14:ee:64,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:15.878452,arp_spoof
02:00:00:49:9e:ca,02:00:00:6c:63:37,10.0.0.49,10.0.0.2,ARP,2025-05-03T11:35:15.878670,arp_spoof
02:00:00:72:e9:87,02:00:00:2b:b8:b1,10.0.0.16,10.0.0.2,ARP,2025-05-03T11:35:15.878870,arp_spoof
02:00:00:b4:6c:66,02:00:00:38:f5:a4,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:15.879075,arp_spoof
02:00:00:27:8c:2b,02:00:00:50:1d:23,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.879284,arp_spoof
02:00:00:19:7c:15,02:00:00:38:22:eb,10.0.0.3,10.0.0.2,ARP,2025-05-03T11:35:15.879512,arp_spoof
02:00:00:b8:84:fb,02:00:00:d5:f9:c1,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.904907,arp_spoof
02:00:00:6b:99:1b,02:00:00:9a:68:1b,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:15.905254,arp_spoof
02:00:00:9e:cb:36,02:00:00:92:bf:21,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.905517,arp_spoof
02:00:00:93:9f:8d,02:00:00:95:db:74,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.905769,arp_spoof
02:00:00:3f:15:ae,02:00:00:76:ba:31,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:15.906000,arp_spoof
02:00:00:58:53:73,02:00:00:f2:a5:06,10.0.0.48,10.0.0.2,ARP,2025-05-03T11:35:15.906227,arp_spoof
02:00:00:cc:e0:21,02:00:00:71:11:5f,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:15.906466,arp_spoof
02:00:00:5e:a8:24,02:00:00:78:1e:dc,10.0.0.25,10.0.0.2,ARP,2025-05-03T11:35:15.906703,arp_spoof
02:00:00:e9:4f:de,02:00:00:04:04:67,10.0.0.27,10.0.0.2,ARP,2025-05-03T11:35:15.906941,arp_spoof
02:00:00:6e:f8:3f,02:00:00:29:06:6f,10.0.0.33,10.0.0.2,ARP,2025-05-03T11:35:15.907167,arp_spoof
02:00:00:5a:9b:cc,02:00:00:33:ca:ec,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:15.907377,arp_spoof
02:00:00:ed:02:9b,02:00:00:bd:6b:fc,10.0.0.18,10.0.0.2,ARP,2025-05-03T11:35:15.907597,arp_spoof
02:00:00:3e:e9:32,02:00:00:b7:ca:89,10.0.0.47,10.0.0.2,ARP,2025-05-03T11:35:15.907834,arp_spoof
02:00:00:a0:77:50,02:00:00:84:94:f8,10.0.0.33,10.0.0.2,ARP,2025-05-03T11:35:15.908050,arp_spoof
02:00:00:6b:77:0f,02:00:00:7f:8a:2c,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:15.908264,arp_spoof
02:00:00:46:91:4b,02:00:00:37:e8:4a,10.0.0.30,10.0.0.2,ARP,2025-05-03T11:35:15.908491,arp_spoof
02:00:00:18:f5:43,02:00:00:9c:e1:57,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.915114,arp_spoof
02:00:00:b2:c9:7f,02:00:00:7f:f0:6a,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:15.915456,arp_spoof
02:00:00:33:9a:4e,02:00:00:83:b3:37,10.0.0.4,10.0.0.2,ARP,2025-05-03T11:35:15.915721,arp_spoof
02:00:00:7a:93:5d,02:00:00:d6:60:08,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.915948,arp_spoof
02:00:00:8e:f2:d8,02:00:00:59:2d:89,10.0.0.3,10.0.0.2,ARP,2025-05-03T11:35:15.916177,arp_spoof
02:00:00:29:73:be,02:00:00:b1:47:41,10.0.0.35,10.0.0.2,ARP,2025-05-03T11:35:15.916397,arp_spoof
02:00:00:6d:0d:b9,02:00:00:6b:1d:b9,10.0.0.50,10.0.0.2,ARP,2025-05-03T11:35:15.916637,arp_spoof
02:00:00:1d:4c:ec,02:00:00:0d:f9:db,10.0.0.31,10.0.0.2,ARP,2025-05-03T11:35:15.916877,arp_spoof
02:00:00:98:af:ab,02:00:00:4a:b5:a7,10.0.0.23,10.0.0.2,ARP,2025-05-03T11:35:15.917107,arp_spoof
02:00:00:b6:4a:d9,02:00:00:52:97:04,10.0.0.33,10.0.0.2,ARP,2025-05-03T11:35:15.917329,arp_spoof
02:00:00:fb:6e:9c,02:00:00:ba:78:6b,10.0.0.31,10.0.0.2,ARP,2025-05-03T11:35:15.917553,arp_spoof
02:00:00:a4:4b:43,02:00:00:43:e4:08,10.0.0.16,10.0.0.2,ARP,2025-05-03T11:35:15.917805,arp_spoof
02:00:00:6a:fd:ea,02:00:00:a8:75:f8,10.0.0.48,10.0.0.2,ARP,2025-05-03T11:35:15.918024,arp_spoof
02:00:00:61:41:07,02:00:00:04:52:a8,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.918256,arp_spoof
02:00:00:57:9e:ca,02:00:00:81:cb:60,10.0.0.27,10.0.0.2,ARP,2025-05-03T11:35:15.918490,arp_spoof
02:00:00:fe:d9:e8,02:00:00:ec:a7:bd,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:15.918722,arp_spoof
02:00:00:35:1f:3b,02:00:00:fa:10:11,10.0.0.21,10.0.0.2,ARP,2025-05-03T11:35:15.918958,arp_spoof
02:00:00:b8:9d:e9,02:00:00:ef:05:88,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:15.919179,arp_spoof
02:00:00:80:fd:af,02:00:00:9e:8e:3b,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.919396,arp_spoof
02:00:00:13:82:ff,02:00:00:54:7b:06,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:15.919637,arp_spoof
02:00:00:a3:65:6e,02:00:00:4f:39:d4,10.0.0.21,10.0.0.2,ARP,2025-05-03T11:35:15.954924,arp_spoof
02:00:00:a4:ec:05,02:00:00:1e:23:56,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:15.955204,arp_spoof
02:00:00:4d:6c:7a,02:00:00:d0:c6:c2,10.0.0.27,10.0.0.2,ARP,2025-05-03T11:35:15.955431,arp_spoof
02:00:00:b4:d5:2a,02:00:00:ff:10:46,10.0.0.18,10.0.0.2,ARP,2025-05-03T11:35:15.964832,arp_spoof
02:00:00:9b:bd:ad,02:00:00:1a:91:57,10.0.0.21,10.0.0.2,ARP,2025-05-03T11:35:15.965191,arp_spoof
02:00:00:f6:7a:a1,02:00:00:76:83:1c,10.0.0.20,10.0.0.2,ARP,2025-05-03T11:35:15.965430,arp_spoof
02:00:00:f0:b5:d1,02:00:00:33:d2:84,10.0.0.31,10.0.0.2,ARP,2025-05-03T11:35:15.965702,arp_spoof
02:00:00:9b:60:c2,02:00:00:7b:70:ae,10.0.0.35,10.0.0.2,ARP,2025-05-03T11:35:15.990076,arp_spoof
02:00:00:9e:7a:15,02:00:00:ba:95:0f,10.0.0.17,10.0.0.2,ARP,2025-05-03T11:35:15.990400,arp_spoof
02:00:00:4d:8a:f9,02:00:00:86:f2:6c,10.0.0.9,10.0.0.2,ARP,2025-05-03T11:35:15.990631,arp_spoof
02:00:00:4b:d9:a7,02:00:00:2a:14:28,10.0.0.25,10.0.0.2,ARP,2025-05-03T11:35:15.990878,arp_spoof
02:00:00:c9:08:76,02:00:00:bc:72:35,10.0.0.3,10.0.0.2,ARP,2025-05-03T11:35:15.991111,arp_spoof
02:00:00:aa:fb:e4,02:00:00:6f:12:c8,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:15.991328,arp_spoof
02:00:00:bd:5f:33,02:00:00:c2:14:8b,10.0.0.25,10.0.0.2,ARP,2025-05-03T11:35:15.991557,arp_spoof
02:00:00:0f:07:b8,02:00:00:49:c9:f3,10.0.0.11,10.0.0.2,ARP,2025-05-03T11:35:15.991798,arp_spoof
02:00:00:8f:02:8a,02:00:00:9e:2a:15,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:15.992018,arp_spoof
02:00:00:c8:dc:e4,02:00:00:aa:ec:36,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.992251,arp_spoof
02:00:00:cb:53:6f,02:00:00:16:88:4a,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:15.992481,arp_spoof
02:00:00:c5:42:b1,02:00:00:d9:64:50,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:15.992741,arp_spoof
02:00:00:91:49:de,02:00:00:7f:44:2c,10.0.0.20,10.0.0.2,ARP,2025-05-03T11:35:15.992972,arp_spoof
02:00:00:12:a0:92,02:00:00:44:81:33,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:15.993184,arp_spoof
02:00:00:cb:e7:1e,02:00:00:9c:9d:4e,10.0.0.14,10.0.0.2,ARP,2025-05-03T11:35:15.993429,arp_spoof
02:00:00:0a:3f:a3,02:00:00:7f:34:49,10.0.0.34,10.0.0.2,ARP,2025-05-03T11:35:16.015768,arp_spoof
02:00:00:bb:70:90,02:00:00:ff:a4:8c,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:16.016152,arp_spoof
02:00:00:8b:53:d4,02:00:00:19:fb:2d,10.0.0.46,10.0.0.2,ARP,2025-05-03T11:35:16.016372,arp_spoof
02:00:00:c6:57:84,02:00:00:bd:cd:a6,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:16.016580,arp_spoof
02:00:00:56:b0:c2,02:00:00:d4:9f:3b,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.016815,arp_spoof
02:00:00:24:e9:3a,02:00:00:cb:99:f7,10.0.0.17,10.0.0.2,ARP,2025-05-03T11:35:16.017035,arp_spoof
02:00:00:eb:0a:3a,02:00:00:ae:72:d2,10.0.0.49,10.0.0.2,ARP,2025-05-03T11:35:16.017243,arp_spoof
02:00:00:f9:4b:06,02:00:00:2b:5d:85,10.0.0.39,10.0.0.2,ARP,2025-05-03T11:35:16.017451,arp_spoof
02:00:00:a3:cc:28,02:00:00:a1:e0:81,10.0.0.33,10.0.0.2,ARP,2025-05-03T11:35:16.017682,arp_spoof
02:00:00:76:0b:35,02:00:00:10:73:1c,10.0.0.11,10.0.0.2,ARP,2025-05-03T11:35:16.017903,arp_spoof
02:00:00:dd:77:15,02:00:00:14:5d:3f,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:16.018105,arp_spoof
02:00:00:ba:66:35,02:00:00:0a:fe:01,10.0.0.3,10.0.0.2,ARP,2025-05-03T11:35:16.018310,arp_spoof
02:00:00:23:0c:f8,02:00:00:9e:3c:9e,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.018512,arp_spoof
02:00:00:8d:c4:23,02:00:00:d1:29:20,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:16.030804,arp_spoof
02:00:00:72:fc:60,02:00:00:03:14:5c,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.031114,arp_spoof
02:00:00:34:40:c7,02:00:00:f8:86:02,10.0.0.41,10.0.0.2,ARP,2025-05-03T11:35:16.031329,arp_spoof
02:00:00:09:02:3f,02:00:00:f4:89:64,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:16.031539,arp_spoof
02:00:00:61:45:9d,02:00:00:29:dc:9a,10.0.0.14,10.0.0.2,ARP,2025-05-03T11:35:16.031769,arp_spoof
02:00:00:9c:23:81,02:00:00:1e:03:2e,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:16.031982,arp_spoof
02:00:00:c9:a0:85,02:00:00:f4:38:1d,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:16.032199,arp_spoof
02:00:00:e7:b0:6f,02:00:00:16:6d:0e,10.0.0.30,10.0.0.2,ARP,2025-05-03T11:35:16.032425,arp_spoof
02:00:00:70:e3:4a,02:00:00:62:0f:c2,10.0.0.12,10.0.0.2,ARP,2025-05-03T11:35:16.032638,arp_spoof
02:00:00:d0:98:f3,02:00:00:34:14:03,10.0.0.36,10.0.0.2,ARP,2025-05-03T11:35:16.032881,arp_spoof
02:00:00:e4:7e:ae,02:00:00:40:43:1d,10.0.0.24,10.0.0.2,ARP,2025-05-03T11:35:16.033088,arp_spoof
02:00:00:dd:26:5f,02:00:00:d6:fa:c7,10.0.0.12,10.0.0.2,ARP,2025-05-03T11:35:16.033300,arp_spoof
02:00:00:46:08:8e,02:00:00:ed:bc:ca,10.0.0.37,10.0.0.2,ARP,2025-05-03T11:35:16.033543,arp_spoof
02:00:00:a2:83:33,02:00:00:1b:65:e3,10.0.0.19,10.0.0.2,ARP,2025-05-03T11:35:16.057959,arp_spoof
02:00:00:ca:ab:c9,02:00:00:fe:aa:d3,10.0.0.37,10.0.0.2,ARP,2025-05-03T11:35:16.058278,arp_spoof
02:00:00:e8:40:0b,02:00:00:0e:b3:43,10.0.0.48,10.0.0.2,ARP,2025-05-03T11:35:16.058505,arp_spoof
02:00:00:2e:fc:db,02:00:00:12:20:df,10.0.0.25,10.0.0.2,ARP,2025-05-03T11:35:16.058747,arp_spoof
02:00:00:e7:2f:72,02:00:00:40:2a:26,10.0.0.38,10.0.0.2,ARP,2025-05-03T11:35:16.058973,arp_spoof
02:00:00:87:00:f0,02:00:00:02:58:b0,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:16.059193,arp_spoof
02:00:00:3b:0e:e9,02:00:00:64:2c:60,10.0.0.31,10.0.0.2,ARP,2025-05-03T11:35:16.059416,arp_spoof
02:00:00:cb:2e:f7,02:00:00:5e:c4:09,10.0.0.21,10.0.0.2,ARP,2025-05-03T11:35:16.059635,arp_spoof
02:00:00:99:0a:60,02:00:00:2b:2c:62,10.0.0.26,10.0.0.2,ARP,2025-05-03T11:35:16.059892,arp_spoof
02:00:00:be:7f:c6,02:00:00:e5:30:57,10.0.0.45,10.0.0.2,ARP,2025-05-03T11:35:16.060114,arp_spoof
02:00:00:ae:e3:39,02:00:00:4a:bc:20,10.0.0.4,10.0.0.2,ARP,2025-05-03T11:35:16.060336,arp_spoof
02:00:00:8d:e6:1b,02:00:00:33:9f:4e,10.0.0.28,10.0.0.2,ARP,2025-05-03T11:35:16.060561,arp_spoof
02:00:00:f1:e5:cc,02:00:00:54:cf:4f,10.0.0.9,10.0.0.2,ARP,2025-05-03T11:35:16.060807,arp_spoof
02:00:00:1d:e0:94,02:00:00:82:ce:b3,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:16.061031,arp_spoof
02:00:00:4f:12:24,02:00:00:20:bd:bf,10.0.0.47,10.0.0.2,ARP,2025-05-03T11:35:16.061243,arp_spoof
02:00:00:ca:b4:5b,02:00:00:b7:15:87,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:16.061461,arp_spoof
02:00:00:9e:6e:dc,02:00:00:a4:75:98,10.0.0.6,10.0.0.2,ARP,2025-05-03T11:35:16.083830,arp_spoof
02:00:00:b4:b7:3b,02:00:00:21:ef:7a,10.0.0.14,10.0.0.2,ARP,2025-05-03T11:35:16.084307,arp_spoof
02:00:00:be:61:ac,02:00:00:9b:06:49,10.0.0.20,10.0.0.2,ARP,2025-05-03T11:35:16.084521,arp_spoof
02:00:00:85:dd:f9,02:00:00:27:e6:87,10.0.0.34,10.0.0.2,ARP,2025-05-03T11:35:16.084745,arp_spoof
02:00:00:d7:6b:44,02:00:00:82:42:ce,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:16.084962,arp_spoof
02:00:00:23:7f:1f,02:00:00:a5:4c:20,10.0.0.12,10.0.0.2,ARP,2025-05-03T11:35:16.085173,arp_spoof
02:00:00:5f:44:2a,02:00:00:8a:c7:06,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.085397,arp_spoof
02:00:00:f8:d9:e0,02:00:00:f7:40:24,10.0.0.39,10.0.0.2,ARP,2025-05-03T11:35:16.085621,arp_spoof
02:00:00:8c:a5:b3,02:00:00:20:40:ee,10.0.0.37,10.0.0.2,ARP,2025-05-03T11:35:16.085879,arp_spoof
02:00:00:bd:c1:22,02:00:00:0b:be:02,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.086116,arp_spoof
02:00:00:07:f0:28,02:00:00:92:07:a6,10.0.0.11,10.0.0.2,ARP,2025-05-03T11:35:16.086368,arp_spoof
02:00:00:6f:73:56,02:00:00:83:a8:9e,10.0.0.29,10.0.0.2,ARP,2025-05-03T11:35:16.086602,arp_spoof
02:00:00:c9:eb:58,02:00:00:18:0e:c7,10.0.0.29,10.0.0.2,ARP,2025-05-03T11:35:16.096979,arp_spoof
02:00:00:96:99:77,02:00:00:20:84:7d,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:16.097278,arp_spoof
02:00:00:4f:3a:a9,02:00:00:eb:6f:b0,10.0.0.30,10.0.0.2,ARP,2025-05-03T11:35:16.097499,arp_spoof
02:00:00:02:c0:f9,02:00:00:6d:cb:01,10.0.0.3,10.0.0.2,ARP,2025-05-03T11:35:16.097768,arp_spoof
02:00:00:03:ae:58,02:00:00:9f:8d:e3,10.0.0.14,10.0.0.2,ARP,2025-05-03T11:35:16.098002,arp_spoof
02:00:00:42:36:95,02:00:00:d1:1b:1e,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.098234,arp_spoof
02:00:00:6d:de:30,02:00:00:56:28:d4,10.0.0.14,10.0.0.2,ARP,2025-05-03T11:35:16.098454,arp_spoof
02:00:00:d1:a3:9a,02:00:00:90:78:93,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.098694,arp_spoof
02:00:00:fd:de:dd,02:00:00:63:18:15,10.0.0.41,10.0.0.2,ARP,2025-05-03T11:35:16.098929,arp_spoof
02:00:00:fe:f7:6d,02:00:00:bd:89:1b,10.0.0.10,10.0.0.2,ARP,2025-05-03T11:35:16.099146,arp_spoof
02:00:00:e5:65:87,02:00:00:31:0a:ff,10.0.0.47,10.0.0.2,ARP,2025-05-03T11:35:16.099370,arp_spoof
02:00:00:3d:25:bf,02:00:00:17:f9:52,10.0.0.39,10.0.0.2,ARP,2025-05-03T11:35:16.099597,arp_spoof
02:00:00:48:ab:db,02:00:00:47:11:d9,10.0.0.12,10.0.0.2,ARP,2025-05-03T11:35:16.110015,arp_spoof
02:00:00:46:66:2e,02:00:00:47:25:32,10.0.0.39,10.0.0.2,ARP,2025-05-03T11:35:16.110282,arp_spoof
02:00:00:c2:85:a1,02:00:00:5e:fe:2d,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.110492,arp_spoof
02:00:00:62:90:da,02:00:00:6f:10:02,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:16.110721,arp_spoof
02:00:00:87:7b:6c,02:00:00:c4:ca:08,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.110930,arp_spoof
02:00:00:c3:96:97,02:00:00:8c:3f:df,10.0.0.6,10.0.0.2,ARP,2025-05-03T11:35:16.111151,arp_spoof
02:00:00:85:b8:f0,02:00:00:9a:ad:33,10.0.0.30,10.0.0.2,ARP,2025-05-03T11:35:16.116832,arp_spoof
02:00:00:d6:83:28,02:00:00:af:84:5c,10.0.0.37,10.0.0.2,ARP,2025-05-03T11:35:16.117119,arp_spoof
02:00:00:c7:6f:83,02:00:00:fb:4d:ef,10.0.0.4,10.0.0.2,ARP,2025-05-03T11:35:16.117330,arp_spoof
02:00:00:0d:70:27,02:00:00:04:70:dd,10.0.0.43,10.0.0.2,ARP,2025-05-03T11:35:16.117536,arp_spoof
02:00:00:c9:9b:8e,02:00:00:2e:c8:6e,10.0.0.41,10.0.0.2,ARP,2025-05-03T11:35:16.117762,arp_spoof
02:00:00:8b:e6:17,02:00:00:cf:f7:b6,10.0.0.44,10.0.0.2,ARP,2025-05-03T11:35:16.117971,arp_spoof
02:00:00:17:55:85,02:00:00:f0:8a:8e,10.0.0.47,10.0.0.2,ARP,2025-05-03T11:35:16.118174,arp_spoof
02:00:00:ea:be:73,02:00:00:27:25:da,10.0.0.23,10.0.0.2,ARP,2025-05-03T11:35:16.118375,arp_spoof
02:00:00:64:82:54,02:00:00:b9:68:d3,10.0.0.28,10.0.0.2,ARP,2025-05-03T11:35:16.118579,arp_spoof
02:00:00:94:5f:f2,02:00:00:7e:dc:ff,10.0.0.26,10.0.0.2,ARP,2025-05-03T11:35:16.118800,arp_spoof
02:00:00:78:a1:6c,02:00:00:cf:40:75,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.119003,arp_spoof
02:00:00:73:20:42,02:00:00:94:f5:c5,10.0.0.40,10.0.0.2,ARP,2025-05-03T11:35:16.119204,arp_spoof
02:00:00:04:70:da,02:00:00:18:29:75,10.0.0.16,10.0.0.2,ARP,2025-05-03T11:35:16.119402,arp_spoof
02:00:00:b7:85:80,02:00:00:c6:3d:75,10.0.0.42,10.0.0.2,ARP,2025-05-03T11:35:16.119599,arp_spoof
02:00:00:99:7e:fb,02:00:00:ba:bb:70,10.0.0.21,10.0.0.2,ARP,2025-05-03T11:35:16.130033,arp_spoof
02:00:00:2e:f9:aa,02:00:00:06:59:b6,10.0.0.23,10.0.0.2,ARP,2025-05-03T11:35:16.130297,arp_spoof
02:00:00:d6:45:69,02:00:00:0c:33:f1,10.0.0.27,10.0.0.2,ARP,2025-05-03T11:35:16.130502,arp_spoof
02:00:00:b3:40:57,02:00:00:ed:e7:39,10.0.0.22,10.0.0.2,ARP,2025-05-03T11:35:16.130724,arp_spoof
02:00:00:7d:52:8f,02:00:00:ab:17:a4,10.0.0.35,10.0.0.2,ARP,2025-05-03T11:35:16.130928,arp_spoof
02:00:00:31:76:83,02:00:00:d8:04:3f,10.0.0.5,10.0.0.2,ARP,2025-05-03T11:35:16.131124,arp_spoof
02:00:00:ae:56:ea,02:00:00:b3:de:75,10.0.0.7,10.0.0.2,ARP,2025-05-03T11:35:16.131319,arp_spoof
02:00:00:8d:db:4a,02:00:00:7f:02:06,10.0.0.34,10.0.0.2,ARP,2025-05-03T11:35:16.131515,arp_spoof
02:00:00:5b:c8:c8,02:00:00:7c:9f:e2,10.0.0.29,10.0.0.2,ARP,2025-05-03T11:35:16.134859,arp_spoof
02:00:00:a4:f5:67,02:00:00:15:b9:dd,10.0.0.45,10.0.0.2,ARP,2025-05-03T11:35:16.135167,arp_spoof
02:00:00:95:17:4e,02:00:00:cb:3f:a1,10.0.0.26,10.0.0.2,ARP,2025-05-03T11:35:16.135371,arp_spoof
02:00:00:31:14:5f,02:00:00:5c:bc:57,10.0.0.35,10.0.0.2,ARP,2025-05-03T11:35:16.135571,arp_spoof
02:00:00:d1:38:5e,02:00:00:2d:95:da,10.0.0.11,10.0.0.2,ARP,2025-05-03T11:35:16.135798,arp_spoof
02:00:00:9c:7e:f9,02:00:00:fe:71:a4,10.0.0.13,10.0.0.2,ARP,2025-05-03T11:35:16.136003,arp_spoof
02:00:00:74:e7:03,02:00:00:a7:3e:3a,10.0.0.41,10.0.0.2,ARP,2025-05-03T11:35:16.136199,arp_spoof
02:00:00:60:09:11,02:00:00:ca:24:51,10.0.0.46,10.0.0.2,ARP,2025-05-03T11:35:16.136390,arp_spoof
